claim_id,policy_id,customer_id,product,claim_amount,claim_date,report_delay_days,settlement_days,channel,state,suspected_fraud,status
C100626,P203276,U302660,Life,23692.71,2024-03-12,9,26,Branch,UP,0,Approved
C100627,P203320,U301407,Health,16591.3,2023-01-23,3,30,Branch,KA,0,Rejected
C100628,P200725,U305063,Health,49240.22,2024-07-18,2,31,Branch,GJ,0,Approved
C100629,P203610,U303769,Health,19326.91,2024-04-02,7,36,Agent,WB,0,Approved
C100630,P201688,U305649,Motor,21676.85,2023-03-24,5,20,Agent,TS,0,Approved
C100631,P200101,U302964,Health,32498.25,2023-05-25,1,23,Online,KA,0,Approved
C100632,P200734,U300721,Life,13516.86,2023-03-26,6,10,Agent,MH,0,Approved
C100633,P203016,U303577,Travel,13026.29,2023-03-19,4,14,Online,WB,0,Approved
C100634,P203786,U300867,Life,32548.17,2024-04-01,7,22,Agent,UP,0,Approved
C100635,P201360,U301993,Life,21536.97,2023-01-01,4,29,Agent,DL,0,Approved
C100636,P203204,U303569,Motor,17141.41,2023-02-20,9,22,Agent,TS,0,Approved
C100637,P203812,U304824,Health,36376.8,2024-03-21,5,42,Branch,MH,0,Approved
C100638,P201686,U303280,Motor,17926.57,2024-03-24,2,29,Agent,TS,0,Approved
C100639,P203285,U304292,Motor,23452.77,2024-05-02,6,20,Online,TN,0,Approved
C100640,P202743,U300644,Life,17187.45,2023-02-03,2,28,Agent,DL,0,Approved
C100641,P203539,U303242,Home,31310.81,2023-12-14,5,27,Online,WB,0,Approved
C100642,P203010,U302541,Motor,52367.32,2023-04-05,9,22,Agent,RJ,0,Approved
C100643,P203320,U302781,Health,10609.23,2023-03-13,3,31,Branch,MH,0,Approved
C100644,P201016,U301815,Travel,28462.11,2024-07-04,3,33,Branch,TS,0,Approved
C100645,P201092,U302728,Motor,41286.64,2023-06-03,6,24,Agent,WB,0,Approved
C100646,P200652,U301377,Health,21791.19,2023-09-07,7,29,Partner,RJ,0,Approved
C100647,P203225,U300625,Life,15282.73,2024-03-13,2,32,Partner,UP,0,Approved
C100648,P202872,U304181,Life,33205.86,2023-04-28,9,18,Branch,UP,0,Approved
C100649,P200442,U305187,Motor,44392.54,2023-11-02,3,23,Branch,TS,0,Approved
C100650,P201566,U300934,Health,41993.12,2023-09-25,3,33,Agent,KA,1,Approved
C100651,P203572,U304346,Life,32304.27,2023-02-23,3,24,Online,TN,0,Approved
C100652,P200158,U304177,Health,28253.05,2023-08-24,6,34,Agent,KA,0,Approved
C100653,P203516,U301588,Motor,17162.7,2024-01-24,6,19,Agent,TN,0,Approved
C100654,P201927,U302862,Life,41465.73,2024-02-05,2,25,Partner,MH,0,Rejected
C100655,P200911,U302876,Motor,40335.14,2024-09-15,6,26,Agent,GJ,0,Approved
C100656,P200817,U305958,Life,15229.21,2023-10-30,8,23,Online,TS,0,Approved
C100657,P203344,U305287,Motor,32281.19,2023-07-26,4,25,Branch,KL,0,Approved
C100658,P203761,U301209,Home,37287.44,2023-08-17,6,22,Branch,TS,0,Rejected
C100659,P201885,U301935,Health,41816.94,2024-07-31,4,25,Partner,DL,0,Approved
C100660,P201432,U300842,Motor,25913.13,2023-03-16,9,34,Agent,RJ,0,Rejected
C100661,P201250,U301199,Motor,17522.06,2024-03-10,3,32,Agent,DL,0,Approved
C100662,P203360,U302096,Motor,20930.06,2023-04-13,5,23,Online,UP,0,Approved
C100663,P203257,U301616,Travel,16258.56,2024-02-26,2,23,Agent,TN,0,Approved
C100664,P203568,U301421,Home,26225.03,2023-11-02,4,35,Agent,RJ,1,Approved
C100665,P200932,U304934,Health,23778.98,2023-04-08,4,27,Agent,UP,0,Approved
C100666,P200913,U301252,Health,78630.76,2023-12-01,5,29,Branch,RJ,0,Approved
C100667,P200096,U305369,Life,42080.45,2024-03-10,1,22,Online,KA,0,Approved
C100668,P202703,U300617,Travel,43685.61,2024-03-22,4,25,Agent,UP,0,Approved
C100669,P200791,U301451,Health,34053.1,2023-11-04,3,22,Online,KA,0,Approved
C100670,P201632,U305144,Health,22389.36,2023-09-06,3,26,Agent,KA,0,Approved
C100671,P201344,U304047,Health,23442.48,2023-06-15,2,39,Agent,RJ,0,Approved
C100672,P201141,U303800,Life,24540.14,2024-04-25,10,20,Branch,WB,0,Approved
C100673,P203540,U304618,Motor,29558.2,2023-12-01,1,21,Online,DL,0,Approved
C100674,P200284,U304747,Life,32682.17,2024-06-25,2,24,Branch,UP,0,Approved
C100675,P203960,U303677,Health,26912.72,2023-04-16,6,31,Agent,KL,0,Rejected
C100676,P203167,U305579,Life,23264.89,2024-07-16,2,16,Branch,WB,0,Approved
C100677,P201143,U304624,Motor,19989.1,2023-03-22,6,19,Online,DL,0,Approved
C100678,P201438,U305267,Health,13408.92,2023-05-13,0,25,Online,UP,0,Approved
C100679,P202627,U305204,Health,51107.66,2023-05-18,4,31,Online,TN,0,Rejected
C100680,P202086,U305116,Life,81045.4,2023-07-03,7,31,Branch,DL,0,Approved
C100681,P201637,U302647,Motor,49004.55,2024-02-05,10,30,Online,KL,0,Approved
C100682,P202783,U305138,Health,14335.11,2023-11-26,5,26,Online,TS,0,Approved
C100683,P203455,U302589,Health,39875.14,2024-05-22,2,24,Partner,MH,0,Approved
C100684,P202196,U301236,Health,44886.31,2023-03-10,3,27,Branch,KA,0,Approved
C100685,P201356,U303602,Life,21988.64,2024-06-29,7,17,Online,MH,0,Rejected
C100686,P203847,U300559,Life,34353.65,2023-02-22,4,20,Online,WB,0,Approved
C100687,P200113,U303841,Travel,21415.03,2024-03-25,2,22,Agent,TS,0,Approved
C100688,P200472,U303622,Motor,57783.84,2023-07-24,2,21,Agent,KA,0,Approved
C100689,P203592,U305172,Travel,32295.57,2023-05-06,7,39,Online,UP,0,Approved
C100690,P203974,U302480,Health,17007.71,2023-02-12,4,30,Partner,WB,0,Approved
C100691,P201069,U302250,Motor,37605.44,2023-04-21,5,30,Partner,KL,0,Approved
C100692,P200731,U304844,Motor,45678.83,2023-07-02,7,23,Agent,RJ,0,Approved
C100693,P202378,U300460,Motor,29704.86,2023-04-05,1,22,Online,UP,0,Approved
C100694,P203942,U302883,Life,34191.11,2024-01-09,3,19,Agent,DL,0,Approved
C100695,P201087,U304156,Life,25981.07,2024-06-03,4,27,Partner,RJ,0,Approved
C100696,P200156,U300607,Life,15258.01,2023-12-26,5,23,Partner,WB,1,Approved
C100697,P200444,U302542,Health,24937.63,2023-10-08,0,29,Online,DL,0,Approved
C100698,P202443,U303782,Health,34944.62,2023-07-14,4,33,Branch,KL,0,Approved
C100699,P201779,U303702,Motor,25234.98,2023-07-14,7,29,Online,MH,0,Approved
C100700,P201415,U300308,Motor,40150.2,2023-04-03,5,18,Online,DL,0,Approved
C100701,P202984,U300466,Health,22112.74,2023-03-02,6,37,Agent,MH,0,Approved
C100702,P203221,U303020,Motor,22849.96,2023-02-20,4,22,Online,KA,0,Approved
C100703,P201284,U302351,Motor,40764.22,2024-02-07,9,27,Online,TN,0,Approved
C100704,P201787,U300628,Health,30059.27,2023-01-05,2,30,Online,GJ,0,Approved
C100705,P202483,U305281,Life,21897.75,2024-04-10,6,34,Agent,UP,0,Approved
C100706,P202094,U300739,Home,45111.96,2024-08-26,2,30,Partner,GJ,0,Approved
C100707,P200473,U305038,Home,19065.43,2024-06-17,3,23,Agent,KA,0,Approved
C100708,P201577,U304866,Life,18704.61,2024-02-09,4,12,Online,DL,0,Approved
C100709,P203684,U304153,Health,6537.27,2024-05-27,7,28,Online,KA,0,Approved
C100710,P202361,U303149,Life,20394.4,2023-08-21,8,20,Online,GJ,0,Approved
C100711,P200778,U303790,Life,51759.24,2024-06-07,9,32,Online,GJ,0,Approved
C100712,P201043,U304754,Motor,9545.77,2023-12-12,5,17,Agent,UP,0,Approved
C100713,P200181,U304540,Health,16714.63,2023-02-15,4,32,Agent,RJ,0,Approved
C100714,P202903,U300336,Travel,33507.83,2024-06-29,1,30,Online,TS,0,Approved
C100715,P201786,U303684,Health,8756.63,2023-03-19,5,29,Online,KA,1,Approved
C100716,P200006,U304683,Health,20840.44,2023-03-14,4,37,Agent,TN,0,Approved
C100717,P202129,U305339,Health,47592.55,2023-09-06,8,37,Online,TS,0,Approved
C100718,P203791,U301542,Motor,74720.73,2023-02-16,6,26,Online,KA,0,Approved
C100719,P203303,U302633,Health,31104.98,2023-05-01,1,32,Online,KL,0,Approved
C100720,P202205,U304956,Motor,16928.71,2023-08-02,5,23,Branch,WB,0,Approved
C100721,P202813,U303896,Motor,16646.17,2023-08-27,2,19,Agent,WB,0,Approved
C100722,P202946,U304107,Motor,28924.78,2023-02-25,1,22,Agent,GJ,1,Approved
C100723,P203851,U301235,Travel,30960.94,2023-12-16,2,23,Branch,WB,0,Approved
C100724,P203039,U300506,Motor,68115.79,2023-04-17,8,14,Online,MH,0,Approved
C100725,P203018,U303690,Health,43713.07,2023-02-17,8,34,Online,TN,0,Approved
C100726,P202746,U300847,Motor,28058.68,2024-07-26,1,29,Branch,WB,0,Approved
C100727,P200807,U302813,Home,22751.73,2023-12-03,2,26,Branch,DL,0,Rejected
C100728,P201491,U305851,Motor,121461.89,2023-01-26,12,23,Partner,MH,0,Approved
C100729,P201766,U300690,Health,36801.63,2023-09-14,1,31,Online,TS,0,Approved
C100730,P200286,U304133,Travel,19256.89,2023-01-08,1,27,Online,MH,0,Approved
C100731,P203886,U305293,Travel,24045.15,2024-09-16,4,15,Online,KA,0,Rejected
C100732,P202720,U301413,Motor,17348.7,2023-09-10,1,26,Agent,GJ,0,Approved
C100733,P203771,U300320,Travel,8084.67,2023-10-30,4,27,Online,UP,1,Approved
C100734,P201352,U302029,Health,31455.39,2023-02-25,6,24,Agent,UP,0,Approved
C100735,P202552,U305796,Health,65593.19,2024-06-09,4,27,Partner,KL,0,Approved
C100736,P201285,U303586,Motor,11905.09,2024-04-18,1,26,Online,TN,0,Approved
C100737,P202717,U303599,Motor,27656.92,2023-01-28,8,18,Online,KA,0,Approved
C100738,P203473,U304293,Life,18893.02,2023-03-19,2,26,Agent,UP,0,Approved
C100739,P200510,U304282,Health,34917.77,2023-08-04,1,37,Agent,GJ,0,Approved
C100740,P202948,U304995,Health,24682.13,2024-01-21,7,33,Agent,TS,0,Approved
C100741,P203686,U301300,Life,13629.24,2023-12-31,1,12,Online,UP,0,Approved
C100742,P201230,U302981,Life,16472.51,2024-06-09,7,29,Agent,DL,0,Approved
C100743,P202077,U303054,Motor,17762.59,2023-11-08,5,25,Online,MH,0,Approved
C100744,P201266,U302317,Life,52688.85,2023-01-07,2,29,Branch,UP,0,Approved
C100745,P202731,U303173,Motor,51360.76,2023-01-03,7,22,Branch,KA,0,Approved
C100746,P201672,U303348,Life,23024.77,2024-09-14,4,18,Online,WB,0,Approved
C100747,P201336,U302771,Life,49707.03,2023-12-29,3,20,Agent,WB,0,Approved
C100748,P201648,U305561,Home,24671.6,2024-05-22,0,28,Branch,TS,0,Approved
C100749,P202855,U304897,Motor,22849.14,2023-10-01,2,24,Branch,WB,0,Approved
C100750,P201211,U300428,Motor,27682.59,2024-05-20,4,33,Agent,TS,0,Rejected
C100751,P202270,U305168,Motor,31020.78,2023-01-15,8,22,Online,KA,0,Approved
C100752,P200521,U305302,Motor,20379.35,2023-07-11,6,20,Agent,TN,0,Approved
C100753,P200785,U302741,Motor,27198.93,2024-04-29,6,24,Branch,WB,0,Approved
C100754,P201722,U300539,Home,39881.24,2023-01-28,2,21,Partner,KL,0,Rejected
C100755,P202723,U302700,Motor,28703.37,2023-02-08,4,25,Agent,GJ,0,Rejected
C100756,P203851,U300774,Motor,27484.88,2023-09-30,3,18,Branch,MH,0,Approved
C100757,P201552,U304570,Life,34444.0,2023-08-19,6,24,Online,WB,0,Approved
C100758,P202774,U305557,Health,37547.16,2023-03-27,5,27,Partner,TS,0,Approved
C100759,P203064,U303166,Life,26073.95,2024-04-18,3,26,Online,KA,0,Rejected
C100760,P203697,U302327,Motor,21224.46,2023-05-06,1,25,Branch,WB,0,Approved
C100761,P200712,U302064,Health,29572.54,2024-06-20,7,29,Agent,UP,0,Approved
C100762,P202521,U305928,Motor,12124.92,2023-05-25,7,32,Agent,WB,0,Approved
C100763,P202331,U305378,Motor,24217.7,2024-06-08,4,41,Agent,TS,0,Approved
C100764,P201232,U304937,Home,7818.28,2023-07-31,4,26,Partner,DL,0,Approved
C100765,P201663,U301231,Motor,11638.85,2023-01-25,4,25,Branch,DL,0,Approved
C100766,P202244,U302730,Health,10795.74,2024-08-02,7,36,Branch,WB,0,Approved
C100767,P203414,U300667,Health,45418.55,2024-01-29,1,32,Partner,MH,0,Approved
C100768,P200001,U304773,Motor,27091.92,2023-03-08,1,20,Agent,KA,0,Approved
C100769,P201244,U305436,Travel,14313.74,2023-08-21,4,28,Agent,KL,0,Approved
C100770,P201175,U301158,Motor,34390.41,2023-04-19,1,31,Agent,KL,0,Rejected
C100771,P200860,U302865,Life,44104.95,2023-05-26,3,17,Agent,WB,0,Approved
C100772,P201760,U302541,Home,34691.25,2023-04-21,6,24,Agent,WB,0,Approved
C100773,P203218,U305374,Health,24480.81,2023-08-16,9,34,Online,DL,0,Approved
C100774,P202375,U305721,Home,30219.52,2023-04-21,4,15,Agent,TS,0,Approved
C100775,P202484,U305424,Motor,42224.18,2024-04-14,2,13,Agent,MH,0,Approved
C100776,P202681,U303210,Health,21276.9,2023-02-03,1,33,Agent,WB,0,Rejected
C100777,P201319,U301056,Motor,27307.96,2024-09-14,2,27,Agent,KL,0,Approved
C100778,P201904,U304874,Life,23656.74,2024-01-04,0,21,Partner,KA,0,Approved
C100779,P201809,U305806,Home,12007.56,2024-08-17,5,28,Branch,TN,0,Approved
C100780,P201811,U300694,Motor,42543.57,2024-07-07,2,22,Partner,UP,0,Approved
C100781,P202767,U302536,Life,75254.87,2024-02-29,11,21,Online,WB,1,Approved
C100782,P200875,U304578,Motor,17380.47,2024-09-04,5,16,Agent,TS,0,Approved
C100783,P202093,U303085,Health,43535.85,2024-06-01,3,27,Branch,WB,0,Rejected
C100784,P201938,U305271,Health,17659.04,2023-10-09,4,29,Agent,TS,0,Approved
C100785,P203251,U302690,Home,28750.02,2023-11-16,4,23,Agent,MH,0,Approved
C100786,P203691,U301046,Life,57182.67,2024-03-18,2,33,Agent,TN,0,Approved
C100787,P203931,U305489,Motor,20739.19,2023-11-11,1,26,Agent,GJ,0,Approved
C100788,P203260,U305757,Motor,26706.35,2024-01-12,5,25,Agent,KA,0,Approved
C100789,P203014,U305614,Motor,10929.8,2023-10-16,9,21,Agent,KA,0,Approved
C100790,P200695,U304312,Motor,19300.72,2024-03-12,5,16,Online,TS,0,Approved
C100791,P202698,U300765,Motor,10371.99,2023-10-04,2,29,Agent,DL,0,Approved
C100792,P200347,U305292,Travel,33342.53,2024-08-04,4,25,Agent,TS,0,Approved
C100793,P201162,U305492,Health,40774.77,2024-05-17,7,30,Branch,DL,0,Approved
C100794,P202111,U303468,Health,24081.1,2024-09-15,3,28,Agent,RJ,0,Approved
C100795,P202719,U304165,Motor,31037.25,2024-05-30,5,25,Agent,KL,0,Approved
C100796,P202592,U302964,Travel,22859.79,2023-12-16,7,28,Branch,KA,0,Approved
C100797,P202536,U300149,Life,38959.3,2024-03-21,8,24,Agent,MH,0,Approved
C100798,P201372,U302970,Motor,28702.25,2023-12-16,7,25,Agent,TS,0,Approved
C100799,P200382,U302530,Life,9968.33,2024-08-29,3,30,Online,MH,0,Rejected
C100800,P203352,U301476,Health,43044.53,2023-05-17,4,38,Agent,TN,0,Approved
C100801,P203899,U301754,Motor,22141.94,2023-08-31,2,36,Online,MH,0,Approved
C100802,P203076,U302799,Health,14254.25,2024-06-26,3,25,Branch,WB,0,Approved
C100803,P200962,U303983,Health,21601.82,2023-02-09,5,32,Agent,KL,0,Rejected
C100804,P202755,U301572,Motor,10393.8,2023-08-17,7,30,Online,WB,0,Approved
C100805,P201271,U301855,Home,14401.03,2024-07-01,3,20,Online,UP,0,Rejected
C100806,P200920,U301126,Travel,28896.47,2023-08-11,5,23,Agent,TS,0,Approved
C100807,P203303,U301269,Life,30132.39,2023-01-06,8,27,Online,KA,0,Approved
C100808,P200815,U300632,Health,31357.83,2023-11-18,3,33,Agent,TS,0,Rejected
C100809,P200603,U302423,Health,26946.4,2024-04-12,4,26,Online,KL,0,Rejected
C100810,P200100,U300828,Life,19026.11,2023-03-16,7,22,Agent,GJ,0,Approved
C100811,P200189,U304158,Health,26180.51,2023-01-04,0,20,Online,GJ,1,Approved
C100812,P201002,U304421,Motor,21620.48,2023-04-28,4,21,Agent,UP,0,Rejected
C100813,P201946,U304313,Health,11933.55,2024-08-28,2,31,Branch,KL,0,Approved
C100814,P202503,U300309,Travel,18284.2,2024-05-18,2,24,Agent,RJ,0,Approved
C100815,P203480,U305422,Health,41972.53,2024-07-27,3,35,Online,RJ,0,Approved
C100816,P203147,U302758,Motor,59524.73,2024-03-16,6,16,Online,RJ,0,Approved
C100817,P200298,U305062,Life,37258.58,2023-07-13,5,23,Online,KA,0,Rejected
C100818,P201865,U301073,Motor,58212.12,2024-01-27,4,25,Online,KA,0,Approved
C100819,P201697,U304892,Motor,28076.67,2023-01-26,5,27,Online,RJ,0,Approved
C100820,P203629,U303086,Motor,64291.84,2024-03-10,7,31,Branch,GJ,0,Approved
C100821,P202579,U301263,Motor,75150.21,2023-06-22,4,36,Branch,KL,0,Approved
C100822,P202357,U301329,Life,11307.99,2023-10-27,2,25,Agent,MH,0,Approved
C100823,P200796,U301481,Health,30053.87,2023-11-22,9,24,Online,KL,0,Approved
C100824,P202942,U305675,Motor,28091.3,2024-02-14,4,27,Branch,RJ,0,Approved
C100825,P202852,U305117,Travel,21762.6,2023-04-28,1,27,Partner,KL,0,Approved
C100826,P201572,U301356,Travel,34405.02,2023-08-13,2,32,Branch,TN,0,Approved
C100827,P202024,U305907,Travel,27462.11,2024-06-15,4,26,Agent,KA,0,Approved
C100828,P201636,U303585,Motor,18625.29,2023-04-23,6,23,Agent,KA,0,Approved
C100829,P200999,U300357,Health,26547.67,2023-05-20,4,28,Online,GJ,0,Approved
C100830,P200604,U303365,Home,49133.55,2024-07-12,4,33,Online,MH,0,Approved
C100831,P202687,U302984,Life,29474.15,2023-01-01,9,22,Online,RJ,0,Approved
C100832,P202816,U305540,Motor,36808.25,2023-03-31,1,19,Online,TS,0,Approved
C100833,P200022,U305894,Motor,23422.99,2023-11-16,3,34,Branch,GJ,0,Approved
C100834,P203656,U301945,Health,33726.26,2024-07-03,8,35,Agent,GJ,0,Approved
C100835,P203075,U303638,Home,14696.91,2023-05-19,4,22,Branch,MH,0,Approved
C100836,P203524,U305001,Health,20955.15,2024-05-25,0,28,Online,WB,0,Approved
C100837,P203154,U302334,Health,25556.98,2023-09-16,5,33,Agent,RJ,0,Approved
C100838,P203626,U303677,Motor,14211.86,2023-01-10,5,17,Online,TS,0,Approved
C100839,P200436,U301916,Life,17763.33,2023-09-18,7,23,Branch,KA,0,Approved
C100840,P203188,U304374,Travel,31462.63,2023-06-21,5,15,Agent,MH,0,Approved
C100841,P201741,U301959,Health,28707.57,2023-01-13,2,26,Agent,TS,0,Approved
C100842,P200896,U302535,Life,40262.78,2023-06-17,6,29,Partner,TN,0,Approved
C100843,P200720,U303842,Home,19925.28,2024-08-18,7,23,Agent,GJ,0,Approved
C100844,P203293,U301589,Motor,27689.29,2023-11-17,5,25,Online,MH,0,Rejected
C100845,P203923,U303013,Health,19226.91,2023-11-15,6,31,Online,KA,0,Approved
C100846,P202850,U305556,Motor,38294.6,2024-09-04,3,21,Online,KL,0,Approved
C100847,P202121,U304672,Life,48794.51,2023-11-25,4,19,Online,KA,0,Approved
C100848,P201902,U303609,Health,34257.56,2024-07-03,3,24,Agent,TN,0,Rejected
C100849,P200205,U303782,Life,45733.99,2024-02-23,4,23,Online,MH,0,Approved
C100850,P202283,U302308,Life,27343.93,2024-08-28,5,29,Agent,TN,0,Approved
C100851,P201020,U303128,Health,40247.25,2023-04-05,6,29,Online,RJ,0,Approved
C100852,P203757,U304119,Home,27937.05,2024-08-03,10,26,Agent,RJ,0,Approved
C100853,P203474,U304320,Health,16115.49,2023-11-14,3,22,Online,KL,0,Approved
C100854,P200497,U303429,Motor,30435.37,2023-08-24,1,28,Agent,GJ,0,Approved
C100855,P201869,U301327,Life,16356.03,2023-11-30,7,18,Agent,WB,0,Approved
C100856,P200546,U301635,Life,86644.12,2024-01-11,2,21,Agent,DL,0,Approved
C100857,P203282,U304953,Motor,22764.46,2024-04-03,4,33,Agent,TS,0,Approved
C100858,P201903,U301133,Travel,37142.57,2023-05-17,6,20,Branch,TN,0,Approved
C100859,P202734,U302048,Home,26736.73,2024-08-10,6,18,Agent,TS,0,Approved
C100860,P202175,U300427,Motor,14518.71,2024-06-30,3,17,Partner,KL,0,Approved
C100861,P202289,U305252,Home,10412.25,2024-05-27,0,22,Partner,TS,0,Rejected
C100862,P202438,U303936,Motor,39124.61,2023-10-23,4,23,Online,TS,0,Approved
C100863,P201299,U303040,Motor,58376.6,2023-11-16,2,28,Agent,KA,0,Approved
C100864,P203891,U304542,Motor,18631.3,2024-07-25,4,17,Agent,MH,0,Approved
C100865,P203093,U300840,Travel,11750.53,2023-12-15,3,22,Branch,GJ,0,Approved
C100866,P203651,U305827,Life,22866.28,2023-08-17,6,22,Agent,DL,0,Approved
C100867,P201812,U304226,Motor,16838.81,2023-09-27,3,26,Agent,MH,0,Approved
C100868,P202509,U301021,Health,19435.22,2023-10-18,3,18,Online,KA,0,Approved
C100869,P203338,U302335,Life,36504.36,2023-06-14,0,36,Branch,TS,0,Approved
C100870,P202946,U300687,Motor,26232.87,2023-01-05,4,21,Branch,DL,0,Approved
C100871,P203653,U301313,Travel,17769.63,2024-01-14,7,21,Agent,KA,0,Approved
C100872,P202067,U302234,Travel,36107.3,2023-03-19,6,28,Online,KA,0,Approved
C100873,P201747,U303680,Health,37550.28,2024-02-14,5,33,Agent,KA,0,Approved
C100874,P203402,U304205,Home,22730.69,2024-07-27,4,23,Agent,RJ,0,Approved
C100875,P203714,U301207,Health,28823.84,2023-05-12,0,22,Branch,DL,0,Approved
C100876,P202244,U303583,Home,34900.31,2024-08-23,0,24,Agent,KA,0,Approved
C100877,P201826,U300751,Life,33291.31,2023-02-11,2,21,Agent,WB,0,Approved
C100878,P203674,U301818,Life,27455.1,2023-03-30,3,25,Agent,TS,1,Approved
C100879,P200651,U303695,Motor,55066.29,2024-02-06,2,26,Branch,DL,0,Approved
C100880,P203046,U302863,Travel,36002.38,2023-10-23,3,24,Branch,RJ,0,Approved
C100881,P203528,U300218,Health,21475.34,2023-10-22,4,28,Online,TN,0,Approved
C100882,P201944,U303398,Motor,21539.97,2024-09-07,9,19,Branch,TN,0,Rejected
C100883,P201843,U300436,Motor,20352.46,2024-06-09,6,29,Agent,GJ,0,Approved
C100884,P201061,U303247,Health,36903.46,2024-02-26,4,30,Online,UP,0,Approved
C100885,P203079,U304112,Health,19704.97,2023-01-23,2,27,Agent,WB,0,Approved
C100886,P201012,U303063,Life,21753.95,2024-07-28,6,26,Agent,TN,0,Approved
C100887,P203440,U301931,Travel,45661.52,2023-05-23,7,15,Online,RJ,1,Approved
C100888,P202611,U303163,Motor,29608.48,2023-05-25,2,32,Partner,UP,0,Approved
C100889,P201135,U300668,Life,48984.85,2023-08-13,6,31,Agent,KA,0,Approved
C100890,P203136,U303071,Motor,40095.92,2024-05-17,8,22,Agent,KA,0,Approved
C100891,P203185,U301839,Travel,14938.01,2024-09-07,2,24,Agent,KL,0,Approved
C100892,P202135,U300230,Travel,25563.82,2023-04-14,6,26,Agent,TS,0,Approved
C100893,P201984,U302610,Health,44133.5,2023-02-08,6,22,Partner,UP,0,Approved
C100894,P202567,U300811,Life,14601.97,2023-07-17,1,11,Online,TS,0,Approved
C100895,P200979,U305854,Motor,33185.07,2024-08-01,7,22,Online,RJ,0,Approved
C100896,P201124,U305324,Health,26380.54,2024-01-26,6,34,Branch,WB,0,Approved
C100897,P201801,U302746,Travel,11188.1,2023-06-28,3,23,Agent,UP,0,Approved
C100898,P200317,U301196,Health,28561.92,2024-07-07,1,28,Online,TN,0,Approved
C100899,P202922,U301127,Health,17699.05,2024-03-23,7,41,Online,WB,0,Rejected
C100900,P201170,U300313,Health,15005.53,2024-05-14,4,31,Online,KL,0,Approved
C100901,P200960,U302350,Travel,27026.42,2023-01-15,2,24,Partner,TS,0,Approved
C100902,P201112,U303870,Motor,10245.29,2024-09-14,5,18,Branch,TS,0,Approved
C100903,P201375,U305702,Motor,19203.63,2023-10-16,3,23,Agent,WB,0,Approved
C100904,P201309,U301136,Life,96335.01,2024-04-22,8,26,Branch,KA,0,Rejected
C100905,P203657,U305779,Travel,37238.97,2023-08-19,7,22,Agent,TS,0,Approved
C100906,P202212,U303842,Motor,17314.29,2024-02-24,3,22,Agent,KL,0,Approved
C100907,P200330,U303674,Motor,54289.33,2023-06-06,2,25,Agent,TN,0,Approved
C100908,P200566,U305040,Motor,16382.65,2024-07-03,3,19,Agent,DL,0,Approved
C100909,P200617,U300043,Motor,20397.19,2024-03-16,7,18,Online,TN,0,Rejected
C100910,P200947,U300649,Health,15147.25,2023-04-07,4,33,Online,TN,0,Approved
C100911,P201568,U300155,Life,30578.12,2024-02-15,8,28,Partner,TS,0,Approved
C100912,P202842,U302096,Life,53333.23,2023-10-16,2,14,Online,MH,0,Approved
C100913,P200625,U301766,Life,16325.72,2023-09-11,2,24,Online,KA,0,Approved
C100914,P202893,U301224,Health,9602.5,2023-07-15,0,37,Agent,TS,1,Approved
C100915,P200876,U304495,Travel,46419.89,2024-08-20,5,20,Agent,KA,0,Approved
C100916,P200263,U305957,Health,58506.92,2024-06-05,8,31,Online,RJ,0,Approved
C100917,P201699,U304987,Home,9921.5,2024-05-31,5,20,Online,MH,0,Approved
C100918,P201669,U304323,Life,33861.27,2023-04-28,6,25,Branch,TS,0,Approved
C100919,P201355,U303467,Motor,30129.28,2023-06-08,3,26,Agent,GJ,0,Approved
C100920,P202222,U300910,Life,18147.03,2023-08-16,3,21,Agent,TN,0,Approved
C100921,P201908,U302360,Motor,13397.48,2023-08-04,8,31,Online,RJ,0,Rejected
C100922,P201703,U301946,Life,44173.27,2023-01-15,2,24,Agent,MH,0,Approved
C100923,P200255,U302467,Motor,29423.1,2023-06-06,5,29,Agent,TS,0,Approved
C100924,P200847,U300998,Motor,30552.85,2023-09-18,0,32,Online,KL,0,Rejected
C100925,P203411,U300391,Travel,19714.61,2023-06-06,5,22,Agent,WB,0,Approved
C100926,P201720,U301953,Motor,18016.54,2023-02-16,6,22,Online,WB,0,Approved
C100927,P201595,U303439,Travel,7883.39,2023-11-20,3,24,Agent,KA,0,Approved
C100928,P203706,U305234,Motor,24004.25,2023-05-10,6,24,Agent,MH,0,Approved
C100929,P203153,U305102,Life,55238.37,2024-02-15,5,30,Agent,TN,0,Approved
C100930,P202392,U303744,Life,17238.02,2023-04-05,5,19,Branch,TN,0,Rejected
C100931,P203875,U300514,Health,12566.54,2024-09-18,4,35,Agent,DL,0,Approved
C100932,P202848,U300908,Motor,33450.84,2023-10-19,4,28,Branch,WB,0,Approved
C100933,P200080,U304094,Motor,36681.95,2023-10-10,5,21,Agent,RJ,0,Approved
C100934,P203509,U304888,Motor,20071.32,2023-03-10,6,17,Branch,MH,0,Approved
C100935,P203607,U304391,Motor,22598.02,2023-01-11,3,20,Agent,TN,0,Approved
C100936,P203135,U300134,Life,30697.96,2023-09-11,4,23,Online,DL,0,Approved
C100937,P202358,U305176,Home,24890.1,2024-07-03,6,26,Online,MH,0,Approved
C100938,P201558,U304221,Travel,44358.72,2023-05-14,5,28,Partner,UP,0,Approved
C100939,P201953,U304710,Life,91000.59,2023-01-23,10,27,Agent,TN,0,Approved
